"block_id","conc_r","conc_c","response","drug_row","drug_col","conc_r_unit","conc_c_unit","cell_line_name","drug_row_cid","drug_col_cid","row","col","synergy_zip","synergy_hsa","synergy_bliss","synergy_loewe"
64716,0.0390626,0.003125,44.913453066391,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",NA,24821094,3,4,-10.1091942418899,-1.30924368261917,-9.43423819235035,-17.6243476014569
64716,0.0390626,0.0125,68.3363468097369,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",NA,24821094,3,5,-5.26900203369352,0.0831384481149371,-4.79409694205788,-3.36582226482049
64716,0.0390626,0.05,76.1591408362107,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",NA,24821094,3,6,-0.712843983347668,1.21779617151911,-2.74061921542132,1.02316597156607
64716,0.15625,0,-11.7381987788049,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",NA,24821094,4,1,0,0,0,0
64716,0.15625,0.0001954,-4.18583009867878,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",NA,24821094,4,2,-13.5461477181202,4.67657358688214,-12.6453783368893,-48.9869568072367
64716,0.15625,0.0007812,-1.66330102262839,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",NA,24821094,4,3,-13.0288442413516,-8.93057821856925,-25.574293648652,-47.4262035940762
64716,0.15625,0.003125,52.3542221363007,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",NA,24821094,4,4,-11.669860248972,3.29822525490739,-6.80773864229681,-13.9823919445489
64716,0.15625,0.0125,59.9834645649834,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",NA,24821094,4,5,-7.07811460099035,-5.0891287086705,-11.1554915489432,-9.27636246463679
64716,0.15625,0.05,70.6123576483041,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",NA,24821094,4,6,-2.2047750302726,-2.21687986819623,-7.14040356321485,-2.75025198053022
64716,0.625,0,-27.7837801742521,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",NA,24821094,5,1,0,0,0,0
64716,0.625,0.0001954,-21.3079401287395,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",NA,24821094,5,2,-16.3672008483775,-0.151407683667681,-15.7994143904482,-59.8287127408142
64716,0.625,0.0007812,-2.61998579550671,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",NA,24821094,5,3,-16.1977263557785,-9.5229760382875,-20.7992761505996,-48.2568373390197
64716,0.625,0.003125,41.6791172476161,"BENDAMUSTINE","IBRUTINIB (PCI-32765)","uM","uM","TMD8",NA,24821094,5,4,-13.1717645330078,-3.31200733225297,-10.158908933508,-20.8262474699142
