cellosaurus_accession,id
CVCL_0626,1357
CVCL_0627,1358
CVCL_2194,1359
CVCL_2195,1360
CVCL_0525,1361
CVCL_0628,1362
CVCL_0629,1363
CVCL_0068,1364
CVCL_6027,1365
CVCL_0599,1366
CVCL_0550,1367
CVCL_0600,1368
CVCL_1698,1369
CVCL_1699,1370
CVCL_1700,1371
CVCL_0528,1372
CVCL_0167,1373
CVCL_1701,1374
CVCL_1702,1375
CVCL_0530,1376
CVCL_1398,1377
CVCL_0531,1378
CVCL_0631,1379
CVCL_1703,1380
CVCL_V605,1381
CVCL_6186,1382
CVCL_0533,1383
CVCL_1704,1384
CVCL_0098,1385
CVCL_3167,1386
CVCL_3168,1387
CVCL_V606,1388
CVCL_V607,1389
CVCL_V609,1390
CVCL_V610,1391
CVCL_V611,1392
CVCL_V612,1393
CVCL_1707,1394
CVCL_0099,1395
CVCL_5002,1396
CVCL_5003,1397
CVCL_L085,1398
CVCL_5005,1399
CVCL_5006,1400
CVCL_5007,1401
CVCL_5008,1402
CVCL_5010,1403
CVCL_5014,1404
CVCL_5015,1405
CVCL_5016,1406
CVCL_5017,1407
CVCL_8788,1408
CVCL_0076,1409
CVCL_5031,1410
CVCL_0090,1411
CVCL_5033,1412
CVCL_5034,1413
CVCL_3946,1414
CVCL_5038,1415
CVCL_5044,1416
CVCL_5048,1417
CVCL_5051,1418
CVCL_5054,1419
CVCL_0250,1420
CVCL_0077,1421
CVCL_5058,1422
CVCL_5059,1423
CVCL_0366,1424
CVCL_0454,1425
CVCL_5063,1426
CVCL_5064,1427
CVCL_0497,1428
CVCL_5065,1429
CVCL_0100,1430
CVCL_5069,1431
CVCL_0078,1432
CVCL_5071,1433
CVCL_5072,1434
CVCL_0101,1435
CVCL_5078,1436
CVCL_5079,1437
CVCL_5080,1438
CVCL_0102,1439
CVCL_5081,1440
CVCL_5083,1441
CVCL_5086,1442
CVCL_5087,1443
CVCL_5089,1444
CVCL_5096,1445
CVCL_5098,1446
CVCL_5100,1447
CVCL_5101,1448
CVCL_5102,1449
CVCL_5103,1450
CVCL_5105,1451
CVCL_1708,1452
CVCL_1709,1453
CVCL_1710,1454
CVCL_5111,1455
CVCL_5112,1456
CVCL_4900,1457
CVCL_1712,1458
CVCL_X508,1459
CVCL_0538,1460
CVCL_1889,1461
CVCL_1890,1462
CVCL_0539,1463
CVCL_1735,1464
CVCL_2206,1465
CVCL_2207,1466
CVCL_3881,1467
CVCL_3172,1468
CVCL_3421,1469
CVCL_5589,1470
CVCL_3422,1471
CVCL_5423,1472
CVCL_5591,1473
CVCL_3423,1474
CVCL_5593,1475
CVCL_5594,1476
CVCL_3424,1477
CVCL_3425,1478
CVCL_0103,1479
CVCL_1713,1480
CVCL_2208,1481
CVCL_2209,1482
CVCL_1714,1483
CVCL_2210,1484
CVCL_1715,1485
CVCL_0544,1486
CVCL_1716,1487
CVCL_0542,1488
CVCL_0543,1489
CVCL_1717,1490
CVCL_1718,1491
CVCL_1719,1492
CVCL_1720,1493
CVCL_1721,1494
CVCL_1722,1495
CVCL_1723,1496
CVCL_0545,1497
CVCL_1724,1498
CVCL_0546,1499
CVCL_3799,1500
CVCL_3603,1501
CVCL_1725,1502
CVCL_1726,1503
CVCL_1727,1504
CVCL_1728,1505
CVCL_1730,1506
CVCL_1731,1507
CVCL_0632,1508
CVCL_1732,1509
CVCL_1733,1510
CVCL_1734,1511
CVCL_7146,1512
CVCL_3174,1513
CVCL_3605,1514
CVCL_0554,1515
CVCL_8067,1516
CVCL_4056,1517
CVCL_K229,1518
CVCL_0555,1519
CVCL_3176,1520
CVCL_1736,1521
CVCL_3177,1522
CVCL_1737,1523
CVCL_3178,1524
CVCL_1738,1525
CVCL_1740,1526
CVCL_1743,1527
CVCL_1754,1528
CVCL_1755,1529
CVCL_1759,1530
CVCL_1760,1531
CVCL_1761,1532
CVCL_1762,1533
CVCL_3336,1534
CVCL_1763,1535
CVCL_3337,1536
CVCL_1764,1537
CVCL_1765,1538
CVCL_1766,1539
CVCL_1767,1540
CVCL_E063,1541
CVCL_2776,1542
CVCL_0559,1543
CVCL_1768,1544
CVCL_1769,1545
CVCL_1770,1546
CVCL_1771,1547
CVCL_0006,1548
CVCL_V617,1549
CVCL_3216,1550
CVCL_6735,1551
CVCL_8001,1552
CVCL_4384,1553
CVCL_3806,1554
CVCL_3611,1555
CVCL_3612,1556
CVCL_3613,1557
CVCL_1774,1558
CVCL_2218,1559
CVCL_8007,1560
CVCL_5952,1561
CVCL_5953,1562
CVCL_5957,1563
CVCL_1775,1564
CVCL_1776,1565
CVCL_3221,1566
CVCL_0633,1567
CVCL_0020,1568
CVCL_A758,1569
CVCL_1896,1570
CVCL_4773,1571
CVCL_0017,1572
CVCL_0022,1573
CVCL_0007,1574
CVCL_2738,1575
CVCL_4988,1576
CVCL_4989,1577
CVCL_0566,1578
CVCL_0042,1579
CVCL_4042,1580
CVCL_1781,1581
CVCL_1782,1582
CVCL_M009,1583
CVCL_E325,1584
CVCL_3237,1585
CVCL_E996,1586
CVCL_0104,1587
CVCL_2739,1588
CVCL_2741,1589
CVCL_2743,1590
CVCL_1783,1591
CVCL_1784,1592
CVCL_B076,1593
CVCL_1899,1594
CVCL_2233,1595
CVCL_1785,1596
CVCL_1819,1597
CVCL_3169,1598
CVCL_1786,1599
CVCL_1787,1600
CVCL_1788,1601
CVCL_1789,1602
CVCL_1790,1603
CVCL_1791,1604
CVCL_2760,1605
CVCL_2761,1606
CVCL_0040,1607
CVCL_6785,1608
CVCL_6472,1609
CVCL_A341,1610
CVCL_6795,1611
CVCL_2765,1612
CVCL_6473,1613
CVCL_0580,1614
CVCL_8787,1615
CVCL_6805,1616
CVCL_6807,1617
CVCL_6809,1618
CVCL_0582,1619
CVCL_1902,1620
CVCL_1903,1621
CVCL_1793,1622
CVCL_6C44,1623
CVCL_1794,1624
CVCL_8929,1625
CVCL_8930,1626
CVCL_L083,1627
CVCL_L079,1628
CVCL_1795,1629
CVCL_1796,1630
CVCL_2814,1631
CVCL_2815,1632
CVCL_1797,1633
CVCL_1661,1634
CVCL_5614,1635
NA,1636
NA,1637
NA,1638
NA,1639
NA,1640
NA,1641
NA,1642
NA,1643
NA,1644
NA,1645
NA,1646
NA,1647
NA,1648
NA,1649
NA,1650
NA,1651
NA,1652
NA,1653
NA,1654
NA,1655
NA,1656
NA,1657
NA,1658
NA,1659
NA,1660
NA,1661
NA,1662
NA,1663
NA,1664
NA,1665
NA,1666
NA,1667
NA,1668
NA,1669
NA,1670
NA,1671
NA,1672
NA,1673
NA,1674
NA,1675
NA,1676
CVCL_0125,1677
CVCL_5246,1678
CVCL_5248,1679
CVCL_2H54,1680
CVCL_JF18,1681
CVCL_YX83,1682
CVCL_Y053,1683
CVCL_4791,1684
CVCL_9827,1685
CVCL_1570,1686
CVCL_B260,1687
CVCL_IP22,1688
CVCL_YX86,1689
NA,1690
NA,1691
NA,1692
NA,1693
NA,1694
NA,1695
NA,1696
NA,1697
NA,1698
NA,1699
NA,1700
NA,1701
NA,1702
NA,1703
NA,1704
NA,1705
NA,1706
NA,1707
NA,1708
NA,1709
NA,1710
NA,1711
NA,1712
NA,1713
NA,1714
NA,1715
NA,1716
NA,1717
NA,1718
NA,1719
NA,1720
NA,1721
NA,1722
NA,1723
NA,1724
NA,1725
NA,1726
NA,1727
NA,1728
NA,1729
